Date,Open,High,Low,Close,Volume,Change
2009-08-31,54305,54933,53206,53364,216203,-0.022977352203445656
2009-09-01,53049,53677,52107,53207,419660,-0.002942058316467988
2009-09-02,52421,52735,51480,51794,361038,-0.026556656079087304
2009-09-03,52107,53206,51480,52108,258413,0.00606247827933748
2009-09-04,52735,53049,51637,51794,277598,-0.006025946111921421
2009-09-07,51794,52264,50852,50852,228515,-0.018187434838012106
2009-09-08,51323,51950,50224,50696,286869,-0.003067725949815192
2009-09-09,51480,51950,50381,51951,327615,0.02475540476566196
2009-09-10,52264,52892,51637,52893,367290,0.018132470982271665
2009-09-11,52735,52735,51794,52265,217310,-0.011873026676497811
2009-09-14,52735,53206,51950,52736,232960,0.009011766956854572
2009-09-15,52421,52892,50852,51009,443873,-0.032748027912621325
2009-09-16,51009,51950,51009,51794,494909,0.015389441079025179
2009-09-17,52264,52421,50695,51323,563705,-0.009093717419006109
2009-09-18,51637,54148,51166,53364,947270,0.03976774545525408
2009-09-21,54148,55246,53363,54933,402170,0.02940184393973455
2009-09-22,55560,56345,55089,55247,495122,0.005716054102270052
2009-09-23,54619,56502,53677,54148,617791,-0.01989248284974754
2009-09-24,54619,55246,52892,53050,250652,-0.02027775725788583
2009-09-25,53677,53991,52107,53364,341316,0.005918944392082848
2009-09-28,52892,54462,52578,53364,336795,0.0
2009-09-29,54148,54305,52735,53364,223064,0.0
2009-09-30,53520,54932,53049,54462,454445,0.020575668990330476
2009-10-01,54932,55246,53677,54462,283095,0.0
2009-10-05,54148,54462,52892,53364,309456,-0.02016084609452462
2009-10-06,53363,53834,50067,50225,678594,-0.05882242710441499
2009-10-07,50695,53363,50695,52736,579522,0.049995022399203615
2009-10-08,53049,53049,50695,51480,381882,-0.02381674757281549
2009-10-09,51637,51950,50852,51637,263187,0.00304972804972814
2009-10-12,51950,53049,51323,52893,186165,0.024323643898754854
2009-10-13,51794,52735,50381,51009,416847,-0.035619080029493544
2009-10-14,51166,53049,51009,52893,359241,0.03693465858966061
2009-10-15,52578,53834,52264,53521,317941,0.011873026676497922
2009-10-16,53834,55717,53363,55404,664947,0.035182451747912014
2009-10-19,54462,56188,53677,56189,380534,0.014168652082882094
2009-10-20,56031,56973,54933,56189,272530,0.0
2009-10-21,55246,56502,54619,56503,185614,0.005588282404029199
2009-10-22,55403,56502,53834,54462,295674,-0.03612197582429255
2009-10-23,54619,55089,53834,54148,159710,-0.005765487863097163
2009-10-26,53677,54619,53363,54305,233227,0.0028994607372385683
2009-10-27,54305,55403,53834,55404,210159,0.020237547187183402
2009-10-28,55717,56031,53991,53991,199414,-0.02550357374918777
2009-10-29,53520,54932,53520,53678,317613,-0.005797262506714085
2009-10-30,54776,56345,53991,55718,393788,0.03800439658705623
2009-11-02,55089,56659,54933,56503,281355,0.014088804336121141
2009-11-03,56031,56973,55246,55404,196123,-0.019450294674619006
2009-11-04,56188,58071,55717,57915,338930,0.04532163742690054
2009-11-05,57915,58542,57287,58229,308710,0.005421738755072125
2009-11-06,58542,58699,57601,58386,160472,0.0026962510089474367
2009-11-09,58228,58542,57287,57601,180742,-0.013445003939300482
2009-11-10,58229,59641,57915,59485,284966,0.032707765490182394
2009-11-11,59798,59798,58699,59642,186018,0.0026393208371857657
2009-11-12,59170,59641,57287,57444,222987,-0.03685322423795312
2009-11-13,57915,58386,56502,57915,215583,0.008199289743054061
2009-11-16,57287,59484,57130,59328,190501,0.024397824397824452
2009-11-17,59641,59641,57915,58857,163085,-0.0079389158576052
2009-11-18,58699,59798,58386,58386,139191,-0.008002446607880076
2009-11-19,58386,60112,58386,58857,149986,0.008067002363580267
2009-11-20,59013,60426,58699,60112,135550,0.021322867288512848
2009-11-23,60583,61525,60583,61054,220295,0.015670747937183815
2009-11-24,61368,61838,60269,60897,194082,-0.0025714940872014758
2009-11-25,59955,60583,58542,59328,248011,-0.02576481600078817
